position_id	claim_index	linked_hypothesis_id	school_prediction	current_polarity	heuristic_guess	school_claim	hypothesis_claim
marxian	124	heritage_judicial_effectiveness_investment_share_income_region_robustness	mixed	aligned	inverted_guess	Marxian political economy treats this institutional.rule_of_law hypothesis as a conditional benchmark rather than a directional win condition: Conditional on latest real GDP per capita and broad Heritage region, countries with higher Heritage judicial effectiveness in 2024 have higher latest-available gross-capital-formation share. This tests whether the free-market/market-order association survives a first income-and-region robustness screen.	Conditional on latest real GDP per capita and broad Heritage region, countries with higher Heritage judicial effectiveness in 2024 have higher latest-available gross-capital-formation share. This tests whether the free-market/market-order association survives a first income-and-region robustness screen.
marxian	125	oecd_collective_bargaining_growth_penalty_kei	mixed	aligned	inverted_guess	Marxian political economy treats this regulatory.labour_market_flexibility hypothesis as a conditional benchmark rather than a directional win condition: In OECD annual data from 1990 to 2022, broader collective-bargaining coverage is not associated with a material penalty to real GDP-volume growth.	In OECD annual data from 1990 to 2022, broader collective-bargaining coverage is not associated with a material penalty to real GDP-volume growth.
marxian	126	mena_lebanon_currency_collapse_real_economy_2019_2024	mixed	aligned	inverted_guess	Marxian political economy treats this monetary.monetary_expansion_direction hypothesis as a conditional benchmark rather than a directional win condition: Lebanon's October-2019-onwards economic collapse (banking-sector freeze, BdL multi-rate regime, lira hyperinflation, GDP contraction, dollarisation reversal) produced one of the largest real-economy contractions of the 21st century, with World Bank estimating GDP shrinking ~58% peak-to-trough. The pre-registered cla...	Lebanon's October-2019-onwards economic collapse (banking-sector freeze, BdL multi-rate regime, lira hyperinflation, GDP contraction, dollarisation reversal) produced one of the largest real-economy contractions of the 21st century, with World Bank estimating GDP shrinking ~58% peak-to-trough. The pre-registered claim is that, treating Lebanon as a single canonical-case multi-metric instance, at least 5 of 6 pre-registered extreme thresholds are met: (a) cumulative real-GDP-pc decline >40% from 2018 peak, (b) lira cumulative depreciation >95% in unofficial market, (c) CPI inflation >100% YoY at peak, (d) banking-sector total assets in real terms decline >70%, (e) emigration outflow >10% of pre-crisis population, (f) electricity supply hours per day fall below 4. The null counter-claim is that the cumulative effect is large but not at the canonical-extreme thresholds (e.g. emigration figure depends on unverified estimates).
marxian	127	german_energiewende_industrial_cost_trajectory	mixed	aligned	inverted_guess	Marxian political economy treats this regulatory.environmental_stringency hypothesis as a conditional benchmark rather than a directional win condition: Germany's industrial electricity prices diverged upward from a basket of comparable industrial peers (United States, France, Sweden, Norway, Finland) after the 2011 Energiewende pivot and the gap widened further through the 2014 nuclear-phase-out milestones and the 2022 gas crisis. The price divergence is measurably...	Germany's industrial electricity prices diverged upward from a basket of comparable industrial peers (United States, France, Sweden, Norway, Finland) after the 2011 Energiewende pivot and the gap widened further through the 2014 nuclear-phase-out milestones and the 2022 gas crisis. The price divergence is measurably associated with the decline in the German manufacturing value-added share of GDP over 2011-2023, with the effect concentrated in energy-intensive subsectors (chemicals, basic metals, non-metallic minerals). This is the narrow empirical form of the broader claim that Energiewende's policy-content choices (nuclear phase-out while gas-dependence deepened, EEG surcharge on retail prices, gas-indexed wholesale market) produced a concrete industrial- cost penalty that peer economies avoided. 
marxian	128	costa_rica_wellbeing_throughput_efficiency	mixed	aligned	inverted_guess	Marxian political economy treats this fiscal.transfer_expansion hypothesis as a conditional benchmark rather than a directional win condition: Costa Rican post-1950 development path achieves life expectancy comparable to the US at roughly one-fifth the per-capita material throughput, demonstrating the feasibility of high-wellbeing low-throughput trajectories.	Costa Rican post-1950 development path achieves life expectancy comparable to the US at roughly one-fifth the per-capita material throughput, demonstrating the feasibility of high-wellbeing low-throughput trajectories.
marxian	129	resource_extractor_nationalisation_reduces_output	mixed	aligned	inverted_guess	Marxian political economy treats this institutional.property_rights hypothesis as a conditional benchmark rather than a directional win condition: Nationalisation of producing oil, gas, and mining enterprises without preservation of operational autonomy reduces extractor output within 3–5 years of nationalisation and underperforms the counterfactual trajectory for at least a decade. Documented cases: Venezuela PDVSA 2003-2007 (purge of technical staff, subsequ...	Nationalisation of producing oil, gas, and mining enterprises without preservation of operational autonomy reduces extractor output within 3–5 years of nationalisation and underperforms the counterfactual trajectory for at least a decade. Documented cases: Venezuela PDVSA 2003-2007 (purge of technical staff, subsequent 50%+ output collapse through 2020), Argentina YPF 2012 (expropriation from Repsol, subsequent capex retreat), Bolivia YPFB 2006 (gas output stagnation vs regional trend), Mexico Pemex (post-1938 long decline in extraction efficiency), UK 1970s coal + steel nationalisations (productivity decline), Iran post-1979. The contrast case the framework preserves is market-respecting state ownership (Norway Statoil/Equinor, Saudi Aramco pre-2019, Gulf NOCs with technocratic autonomy) — where state ownership with commercial operational rules does NOT reduce output. The discriminating variable is preservation of technocratic autonomy + commercial incentive structure, not ownership per se. 
marxian	130	us_eu_gdp_per_capita_divergence_policy_causes	mixed	aligned	inverted_guess	Marxian political economy treats this regulatory.product_market_competition hypothesis as a conditional benchmark rather than a directional win condition: US GDP per capita (PPP, constant $) exceeds the EU15 weighted average by approximately 50% as of 2023, with the gap widening from ~20% in 2000 after converging during 1980-1995. The divergence is primarily explained by policy-channel differences that are empirically separable from demographic, geographic, or capital...	US GDP per capita (PPP, constant $) exceeds the EU15 weighted average by approximately 50% as of 2023, with the gap widening from ~20% in 2000 after converging during 1980-1995. The divergence is primarily explained by policy-channel differences that are empirically separable from demographic, geographic, or capital-stock differences: (a) US product- market deregulation and competition-policy activism vs EU regulatory density (OECD PMR); (b) US labour-market flexibility vs EU employment protection (OECD EPL); (c) capital-market depth and venture-financing breadth; (d) energy-cost differential post-2011 driven by shale vs Energiewende/gas-import dependence; (e) tax structure favouring capital formation. The claim is that demographic + trade-openness + human-capital controls leave policy channels as the binding explanation. 
marxian	131	fiscal_consolidation_credibility_growth	mixed	aligned	inverted_guess	Marxian political economy treats this fiscal.spending_level hypothesis as a conditional benchmark rather than a directional win condition: Credible fiscal consolidation episodes — defined as sustained primary balance improvement of at least 2% of GDP over 3 years, not reversed within 5 years, and accompanied by declining debt-to-GDP trajectories — predict stronger subsequent 10-year real GDP per capita growth and private investment than repeated discre...	Credible fiscal consolidation episodes — defined as sustained primary balance improvement of at least 2% of GDP over 3 years, not reversed within 5 years, and accompanied by declining debt-to-GDP trajectories — predict stronger subsequent 10-year real GDP per capita growth and private investment than repeated discretionary fiscal stimulus in mature economies, in an OECD panel 1980-2020. The directional claim is that credible consolidators experience cumulative growth 5-15% above matched non-consolidating peers over the post-consolidation decade, while stimulus-reliant economies show no significant gain or a relative loss. 
marxian	132	discretionary_allocation_corruption_panel	mixed	aligned	inverted_guess	Marxian political economy treats this institutional.rule_of_law hypothesis as a conditional benchmark rather than a directional win condition: Higher discretionary state-allocation burden proxies predict lower control-of-corruption scores.	Higher discretionary state-allocation burden proxies predict lower control-of-corruption scores.
marxian	133	cuba_health_outcomes_vs_advanced_market_peers	mixed	aligned	inverted_guess	Marxian political economy treats this fiscal.transfer_expansion hypothesis as a conditional benchmark rather than a directional win condition: If Cuba's socialist health-system superiority story really travels beyond a friendly regional pool, Cuba should remain at least mid-pack against a small advanced-market subgroup of non-socialist health performers by 2000; if it ranks near the bottom even after adjusting expectations for lower income, the universal v...	If Cuba's socialist health-system superiority story really travels beyond a friendly regional pool, Cuba should remain at least mid-pack against a small advanced-market subgroup of non-socialist health performers by 2000; if it ranks near the bottom even after adjusting expectations for lower income, the universal version of the Marxist-Leninist claim is overstated.
marxian	134	banking_crisis_schularick_taylor_credit_boom_panel_post1980	supported	aligned	aligned_guess	Marxian political economy predicts this financial-instability claim should hold: In the Schularick-Taylor cross-country macrohistory panel restricted to the post-1980 era, sustained acceleration of bank credit to the private non-financial sector relative to GDP raises the conditional probability of a systemic banking crisis within a five-year forward window. Specifically, country-years in the top quintile of 5-year change in bank-credit-to-GDP carry banking-crisis hazard at least 2x the baseline hazard in the rest of the panel. The mechanism is endogenous: credit-boom-bust cycles, not exogenous external shocks, are the dominant driver of post-1980 banking crises across advanced economies.	In the Schularick-Taylor cross-country macrohistory panel restricted to the post-1980 era, sustained acceleration of bank credit to the private non-financial sector relative to GDP raises the conditional probability of a systemic banking crisis within a five-year forward window. Specifically, country-years in the top quintile of 5-year change in bank-credit-to-GDP carry banking-crisis hazard at least 2x the baseline hazard in the rest of the panel. The mechanism is endogenous: credit-boom-bust cycles, not exogenous external shocks, are the dominant driver of post-1980 banking crises across advanced economies. 
marxian	135	banking_crisis_laeven_valencia_predictors_panel	supported	aligned	aligned_guess	Marxian political economy predicts this financial-instability claim should hold: In the Laeven-Valencia systemic-banking-crisis panel covering 1980-2020, four ex-ante observables jointly predict crisis onset: (i) high private-credit-to-GDP, (ii) negative current-account balance, (iii) real-effective-exchange-rate appreciation versus a 3-year trailing average, and (iv) low foreign-exchange reserve coverage of short-term external liabilities. A logit on these four predictors plus country and year fixed effects achieves out-of-sample crisis-prediction AUC of at least 0.75 on a rolling-window cross-validation across the full advanced-and-emerging panel.	In the Laeven-Valencia systemic-banking-crisis panel covering 1980-2020, four ex-ante observables jointly predict crisis onset: (i) high private-credit-to-GDP, (ii) negative current-account balance, (iii) real-effective-exchange-rate appreciation versus a 3-year trailing average, and (iv) low foreign-exchange reserve coverage of short-term external liabilities. A logit on these four predictors plus country and year fixed effects achieves out-of-sample crisis-prediction AUC of at least 0.75 on a rolling-window cross-validation across the full advanced-and-emerging panel. 
marxian	136	cross_school_private_credit_manufacturing_financialisation_1990_2023	supported	aligned	inverted_guess	Marxian political economy predicts this financialisation claim should hold: Across a broad 1990-2023 country panel, deeper private credit is associated with lower manufacturing value-added shares after country and year fixed effects and basic macro controls. The mechanism is finance-led accumulation redirecting surplus toward asset and debt circuits rather than productive industrial capacity.	Private-credit depth predicts manufacturing-share erosion, consistent with financialisation crowding out production.
marxian	137	cross_school_private_credit_gini_financialisation_1990_2023	supported	aligned	uncertain	Marxian political economy predicts this financialisation-distribution claim should hold: Across a broad 1990-2023 country panel, deeper private credit is associated with higher Gini inequality after country and year fixed effects and basic macro controls. The mechanism is credit-mediated asset accumulation and rent extraction raising capital and top-income shares.	Private-credit depth predicts higher income inequality.
marxian	138	cross_school_private_credit_growth_financialisation_1990_2023	supported	aligned	uncertain	Marxian political economy predicts this financialisation-growth claim should hold: Across a broad 1990-2023 country panel, deeper private credit does not reliably translate into faster real GDP per-capita growth after country and year fixed effects and basic macro controls. The mechanism is over-accumulation and rentier finance weakening the link between credit expansion and productive accumulation.	Private-credit depth does not reliably translate into faster GDP per-capita growth.
marxian	139	bis_credit_gap_current_account_twin_deficit_risk	supported	aligned	inverted_guess	Marxian political economy predicts this financial-instability claim should hold: In BIS/WDI country panels from 1970-2025, credit-gap stress predicts larger two-year unemployment increases when current accounts are in deficit, after country and year fixed effects. The mechanism is financialised accumulation under external dependence: credit expansions are more crisis-prone and labour-damaging where current-account deficits expose economies to financing constraints.	Credit-gap stress predicts larger unemployment increases when current accounts are in deficit.
marxian	140	household_debt_minsky_cycle_2008	supported	aligned	aligned_guess	Marxian political economy predicts this household-credit financialisation claim should hold: pre-2008 household credit expansion should predict banking distress as financialised accumulation turns balance-sheet growth into crisis vulnerability.	Post-Keynesian / Minsky reading: across advanced economies in the decade preceding the 2008 GFC, the rise in household credit-to-GDP was the leading indicator of subsequent banking-sector distress. The hypothesis tests, in a panel of OECD countries 1995-2010, whether the change in household credit-to-GDP over a five-year window predicts Laeven-Valencia-classified banking-crisis onset 2007-2010, with a predictive coefficient material in magnitude and surviving conditioning on standard macro controls. A market-liberal "subprime-as-policy- failure" reading attributes the same pattern to a US-specific Community Reinvestment Act / GSE channel; the cross-country panel test discriminates by showing the relationship holds across countries with very different mortgage policy regimes. 
marxian	141	capacity_electricity_access_regulatory_quality	mixed	aligned	uncertain	Public electrification complements private-sector growth when regulatory quality is high; in low-regulatory-quality states, electricity access expansions show weaker links to manufacturing value added and business entry.	Public electrification complements private-sector growth when regulatory quality is high; in low-regulatory-quality states, electricity access expansions show weaker links to manufacturing value added and business entry.
marxian	142	capacity_energy_shock_transfers_vs_price_controls	mixed	aligned	uncertain	Energy-shock relief works better as targeted transfers or temporary tax smoothing in high-capacity states; administered price controls/subsidies predict shortages, fiscal slippage, or lower investment where pass-throu...	Energy-shock relief works better as targeted transfers or temporary tax smoothing in high-capacity states; administered price controls/subsidies predict shortages, fiscal slippage, or lower investment where pass-through is suppressed for long periods.
marxian	143	capacity_green_industrial_policy_electricity_price_tradeoff	mixed	aligned	uncertain	Green industrial policy complements markets when it lowers renewable costs or deployment without raising industrial electricity prices; where grid integration capacity is weak, higher renewable shares predict manufact...	Green industrial policy complements markets when it lowers renewable costs or deployment without raising industrial electricity prices; where grid integration capacity is weak, higher renewable shares predict manufacturing-share losses through energy-price channels.
marxian	144	eurostat_industrial_power_price_manufacturing_share_panel	falsified	aligned	uncertain	Higher industrial electricity prices predict lower manufacturing value-added share and weaker industrial production growth.	Higher industrial electricity prices predict lower manufacturing value-added share and weaker industrial production growth.
marxian	145	forest_loss_agricultural_growth_tradeoff_panel	mixed	aligned	uncertain	Agricultural output growth achieved through forest-cover loss has weaker poverty-reduction returns and worse emissions outcomes than output growth without forest loss.	Agricultural output growth achieved through forest-cover loss has weaker poverty-reduction returns and worse emissions outcomes than output growth without forest loss.
marxian	146	fossil_subsidy_phaseout_emissions_poverty_tradeoff_panel	mixed	aligned	uncertain	Fossil-fuel subsidy reductions lower emissions intensity only when paired with household compensation; otherwise they raise poverty or energy stress enough to weaken the just-transition claim.	Fossil-fuel subsidy reductions lower emissions intensity only when paired with household compensation; otherwise they raise poverty or energy stress enough to weaken the just-transition claim.
marxian	147	material_footprint_wellbeing_decoupling_high_income_panel	mixed	aligned	aligned_guess	In high-income countries, material footprint per capita can fall while life expectancy and life satisfaction are maintained or improved; refuted if footprint reductions systematically require welfare losses outside re...	In high-income countries, material footprint per capita can fall while life expectancy and life satisfaction are maintained or improved; refuted if footprint reductions systematically require welfare losses outside recession years.
marxian	148	ml_carbon_pricing_command_control_cost_per_ton	falsified	aligned	uncertain	carbon pricing achieves emissions reductions at lower output and household-cost penalties per ton abated than technology-specific mandates of similar ambition.	carbon pricing achieves emissions reductions at lower output and household-cost penalties per ton abated than technology-specific mandates of similar ambition.
marxian	149	ml_energy_price_controls_shortage_fiscal_burden	falsified	aligned	uncertain	sustained household fuel or electricity price controls predict higher shortage frequency, larger fiscal subsidy burdens, and lower energy-sector investment.	sustained household fuel or electricity price controls predict higher shortage frequency, larger fiscal subsidy burdens, and lower energy-sector investment.
marxian	150	ml_fuel_subsidy_reform_targeted_transfer_qol	falsified	aligned	uncertain	fuel-subsidy reforms paired with targeted transfers produce stronger 5- to 15-year fiscal balances and social spending durability than unreformed universal subsidies.	fuel-subsidy reforms paired with targeted transfers produce stronger 5- to 15-year fiscal balances and social spending durability than unreformed universal subsidies.
marxian	151	ml_network_unbundling_price_quality_telecom_energy	falsified	aligned	uncertain	network-sector unbundling combined with independent regulation predicts lower prices and better service quality than vertically integrated state or protected monopoly models.	network-sector unbundling combined with independent regulation predicts lower prices and better service quality than vertically integrated state or protected monopoly models.
marxian	152	nuclear_share_power_price_volatility_panel	falsified	aligned	uncertain	Higher nuclear electricity share predicts lower industrial power-price volatility and lower fossil electricity share.	Higher nuclear electricity share predicts lower industrial power-price volatility and lower fossil electricity share.
marxian	153	owid_fossil_subsidy_energy_intensity_panel	mixed	aligned	uncertain	Higher fossil-fuel consumption subsidies predict higher energy intensity and slower renewable-share growth.	Higher fossil-fuel consumption subsidies predict higher energy intensity and slower renewable-share growth.
marxian	154	protected_land_food_security_emissions_panel	mixed	aligned	uncertain	Expanding protected land lowers land-use emissions or forest loss without reducing food production per capita in countries with adequate yield growth.	Expanding protected land lowers land-use emissions or forest loss without reducing food production per capita in countries with adequate yield growth.
marxian	155	public_investment_green_capacity_crowding_in_panel	mixed	aligned	uncertain	Public investment crowds in renewable capacity and private investment during slack periods, but is refuted if higher public investment systematically displaces private capital without capacity gains.	Public investment crowds in renewable capacity and private investment during slack periods, but is refuted if higher public investment systematically displaces private capital without capacity gains.
marxian	156	renewable_capacity_employment_transition_panel	mixed	aligned	uncertain	Renewable-capacity growth increases net employment or prevents industrial-employment loss in regions with transition policy, while the claim is refuted if capacity growth coincides with persistent employment losses.	Renewable-capacity growth increases net employment or prevents industrial-employment loss in regions with transition policy, while the claim is refuted if capacity growth coincides with persistent employment losses.
marxian	157	renewable_share_electricity_price_transition_cost_panel	mixed	aligned	uncertain	Rapid renewable electricity-share growth raises electricity prices in the short run unless fossil or nuclear backup volatility falls.	Rapid renewable electricity-share growth raises electricity prices in the short run unless fossil or nuclear backup volatility falls.
marxian	158	working_time_reduction_energy_use_per_capita_panel	mixed	aligned	uncertain	Lower annual hours worked reduce energy use and emissions per capita without proportionate reductions in life satisfaction or employment.	Lower annual hours worked reduce energy use and emissions per capita without proportionate reductions in life satisfaction or employment.
marxian	159	austerity_after_recession_hysteresis_panel	supported	aligned	uncertain	Fiscal consolidation within three years after recessions lowers employment and potential-output paths relative to countries that delay consolidation until recovery.	Fiscal consolidation within three years after recessions lowers employment and potential-output paths relative to countries that delay consolidation until recovery.
marxian	160	automatic_stabilizers_recession_depth_recovery_panel	supported	aligned	uncertain	Larger automatic stabilizers reduce peak-to-trough GDP losses and poverty spikes during recessions, but may trade off against recovery speed if labor-market reentry is weak.	Larger automatic stabilizers reduce peak-to-trough GDP losses and poverty spikes during recessions, but may trade off against recovery speed if labor-market reentry is weak.
marxian	161	capacity_corruption_public_investment_leakage	mixed	aligned	uncertain	Public investment raises infrastructure and growth outcomes only where corruption control is high; where corruption control is low, higher public investment predicts debt accumulation without road, electricity, or gro...	Public investment raises infrastructure and growth outcomes only where corruption control is high; where corruption control is low, higher public investment predicts debt accumulation without road, electricity, or growth gains.
marxian	162	capacity_education_spending_learning_threshold	mixed	aligned	uncertain	Education spending raises human capital and later productivity only where governance quality and teacher/system capacity are high; spending alone is weakly related to outcomes in low-capacity systems.	Education spending raises human capital and later productivity only where governance quality and teacher/system capacity are high; spending alone is weakly related to outcomes in low-capacity systems.
marxian	163	capacity_fiscal_expansion_slack_inflation_tradeoff	mixed	aligned	uncertain	Discretionary fiscal expansion raises real output with limited inflation when unemployment is above its country-specific 10-year mean, but the output gain shrinks and inflation pass-through rises when unemployment is ...	Discretionary fiscal expansion raises real output with limited inflation when unemployment is above its country-specific 10-year mean, but the output gain shrinks and inflation pass-through rises when unemployment is below that slack threshold.
marxian	164	capacity_gfc_stimulus_speed_output_recovery	mixed	aligned	aligned_guess	During the 2008-2012 crisis, faster fiscal stimulus in high-capacity states predicted smaller employment losses and faster GDP recovery; in low-capacity/high-debt states, stimulus size had weaker recovery payoff and w...	During the 2008-2012 crisis, faster fiscal stimulus in high-capacity states predicted smaller employment losses and faster GDP recovery; in low-capacity/high-debt states, stimulus size had weaker recovery payoff and worse sovereign-risk outcomes.
marxian	165	capacity_government_consumption_vs_investment_composition	mixed	aligned	uncertain	Government size only drags growth when the marginal increase is government consumption or wage-bill heavy; public investment-heavy expansions in high-capacity states have neutral or positive five-year productivity eff...	Government size only drags growth when the marginal increase is government consumption or wage-bill heavy; public investment-heavy expansions in high-capacity states have neutral or positive five-year productivity effects.
marxian	166	capacity_government_effectiveness_state_size_nonmonotonic	mixed	aligned	uncertain	Government spending has a nonmonotonic relationship with growth: moderate-to-large spending is compatible with growth in high-effectiveness states, while similarly large spending in low-effectiveness states predicts l...	Government spending has a nonmonotonic relationship with growth: moderate-to-large spending is compatible with growth in high-effectiveness states, while similarly large spending in low-effectiveness states predicts lower private investment and slower GDP per capita growth.
marxian	167	capacity_health_spending_mortality_corruption_interaction	mixed	aligned	uncertain	Public health spending reduces mortality and raises life expectancy when corruption control is high; low corruption-control states show weaker health outcome gains per spending point.	Public health spending reduces mortality and raises life expectancy when corruption control is high; low corruption-control states show weaker health outcome gains per spending point.
marxian	168	capacity_hightech_exports_government_effectiveness_interaction	mixed	aligned	uncertain	Industrial-policy intensity proxies such as R&D spending or high-tech export targeting predict durable high-tech export shares only above a government-effectiveness threshold; below it, the same policy intensity predi...	Industrial-policy intensity proxies such as R&D spending or high-tech export targeting predict durable high-tech export shares only above a government-effectiveness threshold; below it, the same policy intensity predicts concentration without upgrading.
marxian	169	capacity_public_investment_execution_private_capital_complement	mixed	aligned	uncertain	Public investment complements private investment and productivity only in high-execution states; in low government-effectiveness states, higher public capital formation predicts weaker private investment shares and no...	Public investment complements private investment and productivity only in high-execution states; in low government-effectiveness states, higher public capital formation predicts weaker private investment shares and no TFP improvement.
marxian	170	capacity_rnd_spending_finance_patent_productivity	mixed	aligned	uncertain	R&D spending converts into patenting and productivity only when private finance and regulatory quality are adequate; otherwise R&D intensity is weakly associated with innovation outcomes.	R&D spending converts into patenting and productivity only when private finance and regulatory quality are adequate; otherwise R&D intensity is weakly associated with innovation outcomes.
marxian	171	capacity_stabilizers_output_loss_threshold_oecd	mixed	aligned	uncertain	In OECD recessions from 1980-2024, larger automatic stabilizers cushion two-year GDP and employment losses only where government effectiveness is above the sample median; where effectiveness is low, the same spending ...	In OECD recessions from 1980-2024, larger automatic stabilizers cushion two-year GDP and employment losses only where government effectiveness is above the sample median; where effectiveness is low, the same spending share predicts slower debt repair without a measurable unemployment cushion.
marxian	172	capacity_tax_administration_social_spending_poverty_elasticity	mixed	aligned	uncertain	Social spending reduces poverty more strongly when tax administration and corruption control are high; in weak-capacity states, spending growth has lower poverty elasticity and higher fiscal slippage.	Social spending reduces poverty more strongly when tax administration and corruption control are high; in weak-capacity states, spending growth has lower poverty elasticity and higher fiscal slippage.
marxian	173	capacity_tax_revenue_public_goods_threshold	mixed	aligned	uncertain	Higher tax revenue supports growth and poverty reduction when tax collection capacity and rule of law are high; above similar revenue shares in low-capacity states, marginal revenue predicts lower private investment a...	Higher tax revenue supports growth and poverty reduction when tax collection capacity and rule of law are high; above similar revenue shares in low-capacity states, marginal revenue predicts lower private investment and no poverty improvement.
marxian	174	decommodified_health_oop_spending_mortality_panel	supported	aligned	uncertain	Lower out-of-pocket health-spending shares predict lower avoidable mortality and less medical impoverishment after total health spending is controlled; refuted if decommodification has no independent outcome gain.	Lower out-of-pocket health-spending shares predict lower avoidable mortality and less medical impoverishment after total health spending is controlled; refuted if decommodification has no independent outcome gain.
marxian	175	deficits_private_saving_sectoral_balance_panel	supported	aligned	uncertain	Government deficits are associated with higher private-sector net saving, especially when current-account balances are stable; the claim is refuted if private saving does not co-move after accounting identities and va...	Government deficits are associated with higher private-sector net saving, especially when current-account balances are stable; the claim is refuted if private saving does not co-move after accounting identities and valuation changes are handled.
marxian	176	education_spending_inequality_mobility_panel	supported	aligned	uncertain	Public education spending reduces inequality or improves intergenerational mobility only when housing-cost burden is low.	Public education spending reduces inequality or improves intergenerational mobility only when housing-cost burden is low.
marxian	177	education_spending_low_income_attainment_mobility_panel	supported	aligned	uncertain	Higher public education spending predicts higher secondary and tertiary attainment among lower-income cohorts and lower intergenerational earnings persistence; a null or regressive attainment effect would refute the e...	Higher public education spending predicts higher secondary and tertiary attainment among lower-income cohorts and lower intergenerational earnings persistence; a null or regressive attainment effect would refute the equal-opportunity claim.
marxian	178	eurostat_interest_spending_public_investment_tradeoff_panel	falsified	aligned	uncertain	Higher interest expenditure shares predict lower public investment or education/health spending in EU country-years outside monetary-sovereign conditions.	Higher interest expenditure shares predict lower public investment or education/health spending in EU country-years outside monetary-sovereign conditions.
marxian	179	fiscal_balance_real_rate_growth_interaction_panel	supported	aligned	uncertain	Fiscal tightening predicts weaker next-year GDP growth when real interest rates are low or output gaps are negative, but not when inflation is high.	Fiscal tightening predicts weaker next-year GDP growth when real interest rates are low or output gaps are negative, but not when inflation is high.
marxian	180	fiscal_expansion_slack_unemployment_recovery_panel	supported	aligned	uncertain	Fiscal expansions during high-slack years reduce unemployment and accelerate GDP recovery more than expansions near capacity, with no persistent inflation overshoot unless supply constraints bind.	Fiscal expansions during high-slack years reduce unemployment and accelerate GDP recovery more than expansions near capacity, with no persistent inflation overshoot unless supply constraints bind.
marxian	181	governance_rnd_hightech_return_panel	supported	aligned	uncertain	R&D spending has larger high-tech export returns in countries with higher government effectiveness and rule of law.	R&D spending has larger high-tech export returns in countries with higher government effectiveness and rule of law.
marxian	182	government_consumption_private_investment_drag_panel	falsified	aligned	uncertain	Higher government consumption share predicts lower private investment share, especially when debt-service burden is high.	Higher government consumption share predicts lower private investment share, especially when debt-service burden is high.
marxian	183	health_spending_growth_tradeoff_panel	supported	aligned	uncertain	Higher health-spending shares improve mortality outcomes without reducing medium-run GDP-per-capita growth unless financed through high debt-service burdens.	Higher health-spending shares improve mortality outcomes without reducing medium-run GDP-per-capita growth unless financed through high debt-service burdens.
marxian	184	ml_central_bank_independence_inflation_real_wage_panel	falsified	aligned	uncertain	higher central-bank independence predicts lower inflation volatility and stronger real wage growth over 15- to 30-year windows after controlling for fiscal dominance.	higher central-bank independence predicts lower inflation volatility and stronger real wage growth over 15- to 30-year windows after controlling for fiscal dominance.
marxian	185	ml_consumption_tax_shift_savings_investment_longrun	falsified	aligned	uncertain	revenue-neutral tax shifts from income taxation toward broad consumption taxation predict higher household saving and private investment, without systematically weaker lower-decile consumption growth when transfers ar...	revenue-neutral tax shifts from income taxation toward broad consumption taxation predict higher household saving and private investment, without systematically weaker lower-decile consumption growth when transfers are controlled.
marxian	186	ml_corporate_tax_neutrality_capital_deepening_panel	falsified	aligned	uncertain	lower effective marginal tax rates on new investment predict faster capital deepening and manufacturing productivity growth than sector-specific investment credits.	lower effective marginal tax rates on new investment predict faster capital deepening and manufacturing productivity growth than sector-specific investment credits.
marxian	187	ml_expenditure_cap_public_investment_crowd_in	falsified	aligned	uncertain	expenditure rules that cap current spending while preserving public investment predict higher private investment and lower fiscal volatility than untargeted deficit rules.	expenditure rules that cap current spending while preserving public investment predict higher private investment and lower fiscal volatility than untargeted deficit rules.
marxian	188	ml_fiscal_rule_debt_service_growth_resilience	falsified	aligned	uncertain	binding fiscal rules with transparent escape clauses predict lower debt-service burdens and faster post-shock recovery than discretionary fiscal regimes at similar initial debt levels.	binding fiscal rules with transparent escape clauses predict lower debt-service burdens and faster post-shock recovery than discretionary fiscal regimes at similar initial debt levels.
marxian	189	ml_tax_broad_base_low_rate_investment_growth_1980_2024	falsified	aligned	uncertain	countries that shift toward broader tax bases and lower statutory marginal rates achieve higher 10- to 25-year private investment growth without lower total revenue ratios than comparable countries relying on narrow b...	countries that shift toward broader tax bases and lower statutory marginal rates achieve higher 10- to 25-year private investment growth without lower total revenue ratios than comparable countries relying on narrow bases and high rates.
marxian	190	oecd_education_spending_human_capital_gain_panel	supported	aligned	uncertain	Higher public education spending as a share of GDP predicts later human-capital gains only where governance quality is above the sample median.	Higher public education spending as a share of GDP predicts later human-capital gains only where governance quality is above the sample median.
marxian	191	oecd_housing_cost_inequality_after_tax_panel	mixed	aligned	uncertain	Higher housing-cost burdens are associated with higher after-tax inequality even after market-income inequality is controlled.	Higher housing-cost burdens are associated with higher after-tax inequality even after market-income inequality is controlled.
marxian	192	oecd_socx_poverty_reduction_per_spending_point_panel	supported	aligned	uncertain	Social spending reduces poverty more effectively when active labour programmes and family benefits make up a larger spending share.	Social spending reduces poverty more effectively when active labour programmes and family benefits make up a larger spending share.
marxian	193	progressive_tax_top_income_share_and_growth_oecd	falsified	aligned	uncertain	Increases in top marginal income-tax rates lower top-income concentration without reducing medium-run GDP per capita growth or private investment more than matched lower-tax countries.	Increases in top marginal income-tax rates lower top-income concentration without reducing medium-run GDP per capita growth or private investment more than matched lower-tax countries.
